match_id,team_1,team_2,match_date,season_id,venue_id,toss_winner,toss_decide,win_type,win_margin,match_winner,man_of_the_match
980972,11,13,6-May-16,9,7,11,1,2,5,11,299
980974,2,12,7-May-16,9,1,2,1,2,7,2,8
980976,4,6,7-May-16,9,33,6,1,1,9,4,409
980978,7,11,8-May-16,9,25,7,1,1,85,11,73
980980,1,13,8-May-16,9,5,13,1,2,5,13,14
980982,4,2,9-May-16,9,33,4,1,1,1,2,32
980984,12,11,10-May-16,9,25,11,2,1,4,11,430
980986,2,7,11-May-16,9,1,7,1,2,6,7,413
980988,11,6,12-May-16,9,7,6,1,2,7,6,350
980990,7,4,13-May-16,9,25,7,2,2,7,4,409
980992,2,13,14-May-16,9,1,13,1,1,144,2,110
980994,1,12,14-May-16,9,5,12,2,2,8,1,31
980996,4,11,15-May-16,9,33,4,2,2,7,11,427
980998,7,6,15-May-16,9,25,6,1,1,80,7,413
981000,1,2,16-May-16,9,5,2,1,2,9,2,8
981002,12,6,17-May-16,9,25,12,1,1,19,12,106
981004,2,4,18-May-16,9,1,4,1,1,82,2,8
981006,13,1,19-May-16,9,35,13,1,2,6,13,147
981008,6,11,20-May-16,9,27,6,1,2,6,6,339
981010,12,4,21-May-16,9,25,4,2,2,4,12,20
981012,13,7,21-May-16,9,35,13,1,2,6,13,21
981014,1,11,22-May-16,9,5,11,1,1,22,1,31
981016,6,2,22-May-16,9,27,2,1,2,6,2,8
981018,13,2,24-May-16,9,1,2,1,2,4,2,110
981020,11,1,25-May-16,9,3,1,1,1,22,11,163
981022,13,11,27-May-16,9,3,11,1,2,4,11,187
981024,2,11,29-May-16,9,1,11,2,1,8,11,385
